"mid","follower","sex","video","master","album","article","channel","time_ave20","play_ave20","weibo","wx","qq","taobao","mail","tiktok","redbook","self_tags","video_tag_combine","video_max_ratio"
297695946,57801,"保密",668,3,217,12,5,341.6,22617.8,0,0,1,0,0,0,0,"[]","游戏",0.986526946107784
297769429,9601,"保密",60,3,60,0,3,888.5,7510.25,0,0,0,0,0,0,0,"[]","游戏",0.933333333333333
297935556,4524,"女",64,0,55,0,0,159.05,6586.45,0,0,0,0,0,0,0,"[]","时尚",0.6875
297938379,5020,"男",101,0,141,0,4,553.7,1740.8,0,0,0,0,0,0,0,"[]","生活",0.564356435643564
297996169,8444,"保密",68,3,15,1,4,1616.65,8671,0,0,0,0,0,0,0,"['游戏', '星际公民', '单机游戏', '恐怖游戏']","游戏",0.852941176470588
298000844,202372,"女",96,2,39,0,0,812.4,18653.35,0,0,0,0,0,0,0,"[]","时尚",0.791666666666667
298019496,43911,"保密",360,0,0,0,0,225.85,69062.45,0,0,0,0,0,0,0,"[]","游戏",0.977777777777778
298077390,7442,"女",162,3,71,0,9,1150.85,461.9,0,0,1,0,1,0,0,"['奏多光', '虚拟妹妹', 'Hikari酱', '小光酱', 'Vtuber']","动画",0.530864197530864
298119282,34961,"保密",282,3,65,6,1,210.95,2036.05,0,0,1,0,0,0,0,"[]","生活",0.900709219858156
298180590,72986,"保密",463,0,10,0,0,220.4,12437.45,0,0,0,0,0,0,0,"[]","生活",0.997840172786177
298289539,262029,"男",318,3,59,0,0,237.4,52122.85,0,0,0,0,0,0,0,"[]","生活",1
298302610,4262,"女",88,3,107,0,0,413.95,4687.05,0,0,0,0,0,0,0,"['努力']","娱乐",0.818181818181818
298317405,144832,"女",506,3,96,0,1,152,14908.3,1,1,0,0,0,0,0,"[]","生活",1
298326965,20272,"保密",112,3,0,0,2,858.75,9906.05,0,0,0,0,0,0,0,"[]","生活",0.991071428571429
298339887,85996,"男",786,3,237,0,5,159.15,19412.15,1,0,1,0,0,0,0,"[]","游戏",0.998727735368957
298484242,25176,"保密",457,3,45,0,0,266.75,20376.1,0,0,1,0,1,0,0,"[]","游戏",0.993435448577681
298502246,6495,"保密",186,3,0,0,4,155.3,8102.35,0,0,0,0,0,0,0,"[]","游戏",1
298558208,1946,"保密",75,0,1,1,0,220.15,203979.5,0,0,0,0,0,0,0,"[]","生活",0.96
298645060,113663,"女",133,3,52,0,3,400.35,29091.45,0,0,0,0,0,0,0,"[]","时尚",0.87218045112782
298668059,11354,"男",158,1,14,6,1,636.5,12090.5,0,1,0,0,0,0,0,"['HIPHOP', '音乐', '说唱', '嘻哈']","音乐",0.879746835443038
298786745,141709,"男",79,3,82,10,5,492.35,39157.85,0,0,1,0,0,0,0,"['学习', '博士', '海外党', '美国', '新闻传播']","生活",0.607594936708861
298946431,277271,"女",217,3,350,2,4,134.1,100609.6,0,0,0,0,0,0,0,"[]","生活",1
299002245,14525,"男",67,1,6,0,0,1160.15,24360.7,0,0,0,0,0,0,0,"[]","时尚",0.776119402985075
299071931,18367,"男",94,3,3,0,5,544.55,30821.4,0,0,1,0,1,0,0,"['主播操作show']","游戏",1
299263368,120759,"女",63,3,8,0,0,344.65,57449.8,1,0,0,0,0,0,0,"[]","生活",0.873015873015873
299329747,101019,"女",191,3,34,0,0,325.55,2868.45,0,1,0,0,0,1,0,"[]","音乐",0.958115183246073
299339113,62002,"保密",237,3,16,0,6,1299.15,3239.6,0,0,0,0,0,0,0,"[]","游戏",1
299584272,37907,"男",190,3,4,3,2,733.25,36386.95,0,0,0,0,0,0,0,"[]","影视",0.947368421052632
299705933,14758,"男",365,3,175,35,9,614,5737.5,0,0,1,0,0,0,0,"['美食圈', '广告', '人文科普', '个人字幕']","生活",0.827397260273973
299716791,88595,"男",58,0,105,0,0,574.2,52026.3,0,0,0,0,0,0,0,"[]","时尚",0.775862068965517
299732210,411512,"女",136,3,49,0,5,224.95,108299.95,0,0,1,0,1,0,0,"[]","动画",0.838235294117647
299826414,11199,"男",63,0,157,4,2,2388.35,3635.95,0,0,0,0,0,0,0,"[]","动画",0.619047619047619
299901442,263247,"男",676,3,118,0,1,303.05,64632.2,0,0,1,0,0,0,0,"['吃货一枚', '美食侦探', '美食探店']","生活",1
299975496,34254,"男",517,3,149,76,2,535.5,7134.1,0,1,1,0,1,0,0,"['大料八角', '游戏类UP主']","游戏",0.972920696324952
300318020,36561,"保密",463,3,2,0,6,348.4,8370.25,0,0,0,0,0,0,0,"[]","时尚",0.90280777537797
300591048,12493,"保密",152,0,0,0,0,189.55,15737.95,0,0,0,0,0,0,0,"[]","生活",1
300658948,122204,"保密",125,3,46,0,2,421.7,38914.55,1,0,1,0,0,0,0,"[]","游戏",0.88
300671491,239918,"保密",1224,3,111,1,2,110.65,83967.9,0,1,0,0,0,0,0,"['人人视频', '人人影视', 'YouTube', '海外视频', '人人字幕组']","影视",0.959150326797386
300676862,85073,"保密",333,1,1,0,7,236.9,56805.9,0,0,0,0,0,0,0,"[]","影视",0.996996996996997
300759827,19254,"女",85,1,422,27,0,1043.8,7352.15,0,0,0,0,0,0,0,"[]","动画",0.564705882352941
300776071,9920,"男",57,3,13,1,8,1266.5,24655.25,0,0,1,0,0,0,0,"[]","生活",0.631578947368421
300790917,60560,"女",317,3,14,5,1,315.45,42535.45,0,0,0,0,0,0,0,"[]","生活",1
300932080,91070,"女",232,3,41,36,1,324.95,19637.15,0,1,0,0,0,0,0,"[]","生活",0.991379310344828
301034264,22829,"保密",310,3,10,0,2,544.5,8862.65,0,1,1,0,1,0,0,"['2019', '车祸', '交通事故', '货车', '追尾']","生活",0.941935483870968
301275457,21913,"保密",632,1,253,0,0,403.85,17849.5,0,0,0,0,0,0,0,"['火箭少女101', '杨超越', '段奥娟', 'Yamy', '赖美云']","娱乐",0.757911392405063
301340579,24332,"保密",155,0,0,0,3,2229.4,4160.65,0,0,0,0,0,0,0,"[]","娱乐",1
301416802,36373,"男",51,0,31,2,4,431.15,13417.8,0,1,1,0,0,0,0,"[]","游戏",1
301417141,39296,"保密",54,0,1,24,0,218.15,712.1,0,0,0,0,0,0,0,"[]","生活",1
301448655,54611,"保密",662,3,0,2,0,201.75,9126.7,0,0,0,0,0,0,0,"[]","娱乐",0.717522658610272
301606770,124721,"保密",71,3,69,1,3,1185,54243.15,0,0,0,0,0,0,0,"[]","游戏",0.985915492957746
301717426,192969,"男",103,3,25,1,4,477.25,163868.25,1,1,1,0,1,0,0,"[]","动画",0.669902912621359
301798121,40598,"保密",1422,3,224,2,0,152.1,3403.65,0,1,1,1,0,0,0,"[]","生活",0.992967651195499
301889823,184379,"男",605,3,210,280,1,194.6,35808.85,0,1,0,0,0,0,0,"[]","科技",0.998347107438017
302292951,17345,"男",89,3,12,2,0,647.5,7420.85,0,0,0,0,0,0,0,"['JING']","其他",0.865168539325843
303030300,47265,"男",113,3,312,0,10,1051.4,92200.85,1,0,1,0,0,0,0,"[]","游戏",0.973451327433628
303037904,4390,"男",55,3,1,1,1,478.8,6212.35,0,0,0,0,0,0,0,"[]","生活",0.545454545454545
303063545,48570,"男",111,3,117,0,3,904.8,5260,0,0,0,0,0,0,0,"[]","音乐",0.774774774774775
303065978,12142,"男",237,1,168,0,0,64.65,11204.75,0,0,0,0,0,0,0,"[]","生活",1
303098642,19231,"男",57,3,131,1,0,363.6,8863.65,0,0,0,0,0,0,0,"[]","生活",0.596491228070175
303103664,130271,"保密",135,3,0,29,10,764.2,6240.7,0,0,0,0,0,0,0,"[]","音乐",1
303105136,24825,"女",264,3,13,0,4,201.3,4012.4,0,0,0,0,0,0,0,"[]","生活",0.704545454545455
303157180,47577,"保密",128,3,869,58,6,184.7,39427.35,1,0,1,0,0,0,0,"[]","游戏",1
303556241,40458,"男",65,3,1,0,3,357.55,28074.15,0,0,0,0,0,0,0,"['风物之春', '小胖', '美食UP']","生活",0.984615384615385
303571626,62800,"男",180,0,5,0,10,680.6,28327.2,0,0,0,0,0,0,0,"[]","影视",0.927777777777778
303617214,88163,"保密",71,3,6,0,0,213.9,73186.55,0,0,1,0,0,0,0,"[]","生活",1
303690341,35003,"女",179,3,508,5,4,288.1,2581.15,0,0,0,0,0,0,0,"[]","生活",0.832402234636871
303864990,482099,"保密",167,3,0,0,0,171.8,256257.05,0,0,0,0,1,0,0,"[]","科技",0.850299401197605
304189814,850,"男",58,0,124,0,0,78,929.05,0,0,0,0,0,0,0,"[]","游戏",0.551724137931034
304456237,67936,"女",400,3,12,0,8,359.9,10863.35,1,0,0,0,0,0,0,"[]","游戏",0.985
304771347,19165,"保密",95,3,253,0,4,1579.65,9957.75,0,0,1,0,0,0,0,"[]","生活",0.821052631578947
304817136,186020,"女",670,2,260,4,3,616.35,11950.05,0,0,0,0,0,0,0,"[]","影视",0.998507462686567
305089793,8826,"保密",187,3,7,0,9,68344.15,15014.5,0,0,1,0,0,0,0,"[]","游戏",1
305124712,134913,"保密",626,3,25,0,0,396.05,79669.9,0,0,0,0,0,0,0,"[]","影视",1
305408018,1257,"保密",79,3,1,0,0,2214.35,54691.4,0,0,0,0,0,0,0,"[]","音乐",0.582278481012658
305550122,26415,"男",536,3,420,3,0,112.75,1043.75,0,0,0,0,0,0,0,"[]","游戏",0.847014925373134
305726260,123855,"女",1261,2,46,0,7,261.05,41342.5,0,0,0,0,0,0,0,"[]","游戏",0.979381443298969
305768644,33907,"女",683,3,0,0,0,206.7,32265.4,0,0,0,0,0,0,0,"[]","影视",0.691068814055637
305770243,51178,"保密",312,0,0,2,0,252.7,4841.85,0,0,0,0,0,0,0,"[]","生活",1
306367023,9571,"保密",504,3,90,0,2,209.15,3148.45,0,0,0,0,0,0,0,"['朱星杰']","娱乐",0.938492063492063
307367742,211500,"保密",215,3,7,0,4,542.9,40873.1,0,0,0,0,0,0,0,"[]","影视",0.995348837209302
307425814,10726,"女",66,0,76,1,0,436.35,8079.2,0,0,0,0,0,0,0,"[]","时尚",0.833333333333333
308194812,3847,"男",55,0,3,12,0,298.6,3418.5,0,0,0,0,0,0,0,"[]","动画",0.981818181818182
308196653,111042,"女",208,0,0,0,0,180.85,44835.65,0,0,0,0,0,0,0,"[]","生活",1
308214033,25744,"保密",57,3,32,0,4,1191.55,17701,1,0,0,0,1,0,1,"[]","时尚",0.526315789473684
308245974,36763,"男",56,3,86,0,3,716.2,12871.05,0,0,0,0,0,0,0,"['忻力', '摄影']","其他",0.892857142857143
308751411,19752,"女",85,3,25,0,2,316.65,3825.8,0,0,0,0,0,0,0,"[]","动画",0.458823529411765
309134148,79965,"保密",258,3,144,0,0,1419.4,7549.45,0,0,1,0,0,0,0,"[]","动画",0.697674418604651
309429907,41189,"男",129,3,47,1,4,396.4,12132.6,0,0,1,0,0,0,0,"[]","游戏",0.992248062015504
309927865,109937,"保密",171,3,189,23,6,478.35,79967.25,0,0,0,0,0,0,0,"[]","游戏",0.842105263157895
310611580,29846,"女",94,3,38,3,3,229.3,18252.05,1,0,0,0,0,0,0,"[]","音乐",0.691489361702128
310650693,25062,"保密",197,0,0,0,0,128.8,57226.6,0,0,0,0,0,0,0,"[]","影视",0.928934010152284
311117856,258499,"保密",271,3,5,0,4,298,42475.1,0,0,1,0,1,0,0,"[]","影视",0.933579335793358
311377247,22226,"男",217,3,10,0,3,20007.1,5996,0,0,1,0,0,0,0,"[]","游戏",0.986175115207373
311557108,10831,"女",54,0,38,0,0,222.05,19965.1,0,0,0,0,0,0,0,"[]","生活",1
311776974,626,"保密",54,0,0,0,0,519.5,97,0,0,0,0,0,0,0,"[]","科技",0.962962962962963
311864840,157454,"男",1151,2,133,0,1,847.1,12332.6,1,0,1,0,1,0,0,"[]","游戏",0.983492615117289
311871090,145576,"男",140,3,558,0,4,501.85,43978.2,1,1,0,0,0,0,0,"['极品广普', '不务正业的电台DJ', '货比嘉嘉', '一周鞋市纵横', '不敷衍的上身']","时尚",0.957142857142857
312022461,10276,"保密",58,3,65,0,4,2365.55,4664.5,0,1,0,0,0,0,0,"[]","游戏",0.931034482758621
312268976,9927,"男",95,3,24,0,1,390.25,3117.1,0,0,0,0,0,0,0,"[]","生活",0.515789473684211
312508662,93902,"保密",661,0,1,1,0,508.95,1923.45,0,0,0,0,0,1,0,"[]","生活",0.986384266263237
312679910,43587,"保密",224,3,52,0,0,534.4,8772.1,0,0,0,0,0,0,0,"[]","生活",0.535714285714286
312705153,15481,"女",65,3,49,0,3,929.2,23193.4,0,0,0,0,0,0,0,"['美食圈']","生活",0.938461538461538
313040378,98370,"保密",55,3,206,2,3,443.6,104060.5,1,0,1,0,0,0,0,"['日本', '中日', 'vlog', '小樱小狼', '日本vlog']","生活",0.927272727272727
313747275,514526,"男",482,3,17,0,0,239,113829.55,0,1,0,0,0,0,0,"[]","生活",0.937759336099585
314060335,3515,"男",94,1,0,0,2,147.85,5849.45,0,0,0,0,0,0,0,"[]","科技",0.893617021276596
314118821,49515,"保密",86,3,51,29,4,1212.35,8036.7,0,1,1,0,0,0,0,"['绘画教程', '板绘', 'CG绘画', '原画', '插画']","生活",1
314443969,48025,"女",75,2,62,0,2,123.8,96995.5,0,0,1,0,0,0,0,"[]","科技",0.72
314449473,650,"保密",87,0,0,0,0,402.95,14980.7,0,0,0,0,0,0,0,"[]","音乐",0.620689655172414
314496307,8498,"女",74,3,14,0,3,2108.9,1227.55,0,0,1,0,0,0,0,"[]","游戏",0.972972972972973
314562839,314,"保密",163,0,1,0,4,835.65,334.55,0,0,0,0,0,0,0,"['药水哥', '药酱']","游戏",0.515337423312883
314690088,79771,"保密",277,3,5,3,1,7377,1793.05,0,0,1,0,0,0,0,"['ps', 'ps教程', '平面设计', '海报设计', '设计']","科技",1
314791153,1506940,"男",119,3,87,0,1,40.1,426520.45,0,0,0,0,0,0,0,"[]","音乐",0.957983193277311
314803793,32540,"保密",128,3,77,38,9,276.4,12360.6,1,0,1,0,0,0,0,"[]","游戏",0.9453125
314804662,22205,"保密",1006,2,6,0,0,2750.25,1906.1,0,0,0,0,0,0,0,"[]","娱乐",0.989065606361829
314837979,24513,"保密",62,3,41,0,0,158.5,47888.9,0,0,0,0,0,0,0,"[]","生活",1
314841185,23181,"保密",284,0,303,0,0,767.15,2780.1,0,0,0,0,0,0,0,"[]","游戏",0.711267605633803
314951304,197,"保密",52,3,1,0,0,834.5,1508.75,0,0,0,0,0,0,0,"['VITAS', 'Vitas', '维塔斯']","音乐",0.980769230769231
315115283,860,"保密",175,0,0,0,0,298.3,650.4,0,0,0,0,0,0,0,"[]","游戏",1
315229226,14203,"保密",225,3,170,561,1,234.5,1616.4,0,0,1,0,0,0,0,"[]","游戏",0.951111111111111
315272063,62900,"女",2392,3,1,40,4,159.25,884.5,0,0,0,0,0,0,0,"[]","影视",1
315551393,329718,"保密",62,3,0,0,2,328.05,178099.75,0,0,0,0,0,0,0,"[]","游戏",0.935483870967742
315935108,2661,"男",100,0,68,1,0,236.85,2753.35,0,0,0,0,0,0,0,"[]","生活",0.98
315937959,4370,"男",590,3,58,4,10,76.9,355.6,1,0,0,0,0,0,0,"[]","游戏",1
316025486,24444,"保密",98,0,0,0,1,661,23699.25,0,0,0,0,0,0,0,"[]","时尚",0.5
316300358,28816,"保密",57,3,42,1,4,626,14798.85,1,0,0,0,0,0,0,"[]","科技",0.982456140350877
316300481,6427,"保密",80,0,0,0,0,5465.05,2792.8,0,0,0,0,0,0,0,"[]","生活",1
316382723,92147,"女",133,3,140,0,6,758.1,48322.1,0,1,0,0,0,0,0,"[]","时尚",0.87218045112782
316529093,10540,"保密",123,2,2,12,1,1933.5,565.2,0,0,0,0,0,0,0,"[]","科技",0.959349593495935
316727658,23369,"男",147,3,144,84,4,694.15,12619.05,0,0,0,0,1,0,0,"[]","游戏",0.972789115646258
316737962,143132,"保密",494,0,0,0,0,396.8,3843.65,0,0,0,0,0,0,0,"[]","影视",0.973684210526316
316782705,180033,"保密",54,3,259,0,2,297.2,36780.4,1,0,1,0,0,0,0,"['古风', '二次元', '男装大佬', 'Cosplay', '唱见']","时尚",0.611111111111111
317407743,4463,"保密",96,0,21,0,0,314,5904.95,0,0,0,0,0,0,0,"['臺灣人']","生活",1
317423945,120758,"保密",719,3,0,0,0,127.1,4178.95,0,0,0,0,0,0,0,"[]","生活",1
317447122,328,"保密",114,0,0,0,0,145.05,29737.3,0,0,0,0,0,0,0,"[]","娱乐",0.491228070175439
317546591,31720,"保密",187,3,0,0,3,540.05,6540.1,0,0,0,0,0,0,0,"[]","时尚",0.497326203208556
317741765,77531,"保密",411,3,1,0,0,252.55,11530.2,0,0,0,0,0,0,0,"[]","生活",0.564476885644769
317748814,9780,"保密",930,3,0,0,0,84.45,95.85,0,0,0,0,0,0,0,"[]","科技",0.961290322580645
317748886,1909,"男",53,3,5,0,0,157.45,1645.5,0,0,0,0,0,0,0,"[]","音乐",0.981132075471698
317803923,54448,"女",61,3,13,0,6,407.85,23408.6,0,0,1,0,1,0,0,"['俄罗斯喀秋莎', '和喀秋莎发现俄罗斯']","生活",0.622950819672131
317987698,30341,"男",331,3,10,0,3,4599.25,5674.45,1,0,0,0,1,0,0,"[]","游戏",0.996978851963746
318002589,217414,"保密",75,3,42,0,0,547.3,91959.15,0,0,0,0,0,0,0,"[]","生活",0.786666666666667
318005145,23485,"保密",145,3,2,0,9,1152.75,12856.7,1,0,0,0,0,0,0,"['吃播', '吃货', '美食', '美食圈', '日常']","生活",0.972413793103448
318078497,62614,"保密",651,0,35,0,0,299.25,16015.6,0,0,0,0,0,0,0,"[]","影视",1
318240083,19678,"保密",1047,3,0,1,9,97.4,2685.2,0,0,0,0,0,0,0,"[]","游戏",1
318355178,195140,"保密",106,3,160,1,2,853.55,73418.25,0,0,0,0,0,0,0,"[]","其他",0.89622641509434
318801877,79672,"男",427,1,230,1,0,668.7,11477.8,0,0,0,0,0,0,0,"['我是你哥哥']","生活",0.967213114754098
318818760,43841,"保密",214,3,86,45,0,199.35,25495.3,0,0,0,0,0,0,0,"[]","生活",1
319020821,190744,"保密",141,3,11,0,0,386.75,57966.9,0,0,0,0,0,0,0,"[]","生活",1
319172384,49509,"男",89,3,27,0,3,296.25,10406.85,0,0,0,0,0,0,0,"['墨狗子', '乐理教师', '音乐学专业', '音乐博主', '学生']","科技",0.696629213483146
319264404,40810,"保密",96,0,0,0,1,155.25,56371.2,0,0,0,0,0,0,0,"['男生发型', '美发', '造型', '时尚']","时尚",1
319636212,38956,"男",840,3,57,1,4,733.6,10456.05,1,0,0,0,0,0,0,"[]","游戏",0.998809523809524
319656889,77672,"女",155,3,0,0,5,1000.05,2608.8,0,0,1,0,0,0,0,"[]","游戏",0.87741935483871
319735521,119228,"保密",435,3,142,124,10,581.15,2486,0,0,0,0,0,0,0,"[]","时尚",0.783908045977011
319738483,44336,"保密",82,3,156,0,8,602.5,39359.45,0,0,0,0,0,0,0,"['都市丽人', '美妆博主']","时尚",0.695121951219512
319829493,22516,"女",98,3,81,0,0,1199.95,4562.7,0,0,0,0,0,0,0,"[]","娱乐",0.540816326530612
319945196,132315,"男",553,3,331,2,0,201.8,22889.8,0,0,0,0,0,0,0,"[]","生活",0.605786618444846
320263129,83627,"女",63,3,59,0,3,861.9,30349.8,1,1,0,0,0,0,0,"['vlogger', 'VLOG', '拍摄技巧', '旅行旅拍', '好物分享']","生活",0.714285714285714
320349709,11767,"男",257,3,36,0,7,187.4,1548.2,1,1,0,0,0,1,0,"[]","舞蹈",0.996108949416342
320444738,28186,"女",97,3,12,0,0,614.6,6228.1,0,0,0,0,1,0,0,"['女汉子', 'tutu生活志', '爱折腾', '动手达人', 'tutu']","生活",0.45360824742268
320491072,485075,"女",122,3,38,0,0,414.85,333772.25,0,0,0,0,0,0,0,"[]","音乐",0.934426229508197
320573000,84838,"男",270,0,0,0,0,291.05,7997.5,1,1,1,0,0,0,0,"[]","生活",1
320663489,71799,"男",199,3,44,2,4,35.3,24148.95,1,0,0,0,0,0,0,"[]","生活",0.959798994974874
320737696,37572,"男",121,3,4,0,1,127.6,29121.75,0,0,0,0,0,0,0,"[]","游戏",0.958677685950413
320740464,39947,"女",101,3,199,0,5,236.95,9601.4,1,0,1,0,0,0,0,"[]","动画",0.564356435643564
320772967,11820,"保密",360,3,0,0,5,104.3,1026.75,0,1,0,0,0,0,0,"[]","音乐",0.983333333333333
320839536,1621,"男",210,0,2,2,1,159.35,84093.7,0,0,0,0,0,0,0,"[]","生活",0.523809523809524
321056219,356724,"女",123,3,299,11,0,241.05,43537.95,0,0,0,0,1,0,0,"['二次元', '小提琴', 'cosplay', 'Ayasa']","音乐",0.983739837398374
321370945,48656,"男",125,1,17,0,0,857.4,11323.15,0,0,0,0,0,0,0,"[]","游戏",1
321429049,43847,"男",111,0,20,0,0,701.15,9564.95,0,0,0,0,0,0,0,"[]","影视",0.990990990990991
321575566,118166,"男",588,3,12,0,0,193.35,42931.7,1,0,1,0,0,0,0,"[]","生活",1
321770873,113025,"男",490,3,29,0,2,303.1,95355.5,0,0,0,0,0,0,0,"[]","影视",0.871428571428571
321899908,41531,"女",955,3,6,704,4,226.55,2914.85,0,1,0,0,0,0,0,"[]","游戏",0.991623036649215
322010320,628059,"保密",898,3,36,0,8,2016.4,214233.55,0,0,0,0,0,0,0,"[]","游戏",0.982182628062361
322343821,17257,"男",132,0,2,17,1,190.15,15946.85,0,0,0,0,0,0,0,"[]","游戏",0.939393939393939
322581202,370954,"保密",147,1,190,0,0,101.9,125705.85,0,0,0,0,0,0,0,"[]","生活",1
322703418,31933,"保密",133,3,59,1,0,657.45,19305.55,1,1,0,0,1,0,0,"[]","时尚",0.736842105263158
322718937,14559,"保密",538,3,1,0,10,424.35,3670.5,1,0,0,0,0,0,0,"['毕雯珺']","娱乐",0.962825278810409
322746726,7423,"男",76,3,89,0,2,376.4,2727.4,1,0,0,0,0,0,0,"[]","生活",1
323024456,57923,"女",82,3,38,0,9,1542.25,56336.85,0,0,0,0,0,0,0,"[]","生活",0.890243902439024
323259613,33657,"男",126,3,457,7,5,3423.3,12654.8,0,0,0,0,0,0,0,"[]","游戏",0.531746031746032
323302779,1380,"保密",116,3,8,0,0,301.85,726.1,0,0,0,0,0,0,0,"[]","生活",1
323353198,45500,"女",91,3,62,0,7,836.35,37866.55,1,0,0,0,0,0,1,"['孕期', '时尚', '日常', '宠物', '健身']","时尚",0.604395604395604
323377186,48689,"女",68,3,77,0,0,1466.55,16168.85,0,0,0,0,0,0,0,"[]","娱乐",0.720588235294118
323401468,367444,"保密",440,1,212,0,0,525.65,132592.1,1,1,0,0,0,0,0,"[]","生活",1
323414532,11877,"女",78,1,2,0,3,694.8,9858.9,0,0,0,0,0,0,0,"[]","生活",0.987179487179487
323924023,39798,"保密",55,3,87,1,3,360.4,52767.05,1,0,0,0,0,0,0,"[]","音乐",0.509090909090909
324004466,120494,"保密",679,3,103,0,0,283.8,30243.5,0,0,0,0,0,0,0,"[]","生活",1
324497942,192417,"女",84,0,38,0,0,505.9,16820.7,0,0,0,0,0,0,0,"[]","时尚",0.869047619047619
324516490,5108,"保密",213,3,44,8,3,265.85,8819.05,0,0,0,0,0,0,0,"[]","音乐",0.976525821596244
324753357,426586,"保密",1173,2,109,1,10,877.35,16786.45,1,0,1,0,0,0,0,"['日本', '搞笑', '日语', '沙雕', '日本综艺']","生活",0.580562659846547
325119402,200896,"男",95,3,3,0,5,506.8,60657.05,0,0,0,0,0,0,0,"['手工', '折纸', 'DIY', '创意', '手工折纸']","生活",1
325134601,80731,"保密",379,3,5,0,1,97,7746.55,0,0,0,0,0,0,0,"[]","生活",1
325164925,151070,"保密",228,3,18,0,4,7663.65,14550.1,1,0,0,0,0,0,0,"[]","游戏",0.947368421052632
325312074,977,"保密",295,3,3,27,4,222.7,2424.95,1,0,0,0,0,0,0,"[]","游戏",0.986440677966102
325325965,40225,"女",85,3,57,1,3,543.15,15438,0,0,1,0,0,0,0,"[]","音乐",0.811764705882353
325522570,56858,"保密",136,3,0,158,0,281.15,5391.15,0,0,0,0,0,0,0,"[]","科技",1
325706973,487,"男",134,1,1,3,0,868.9,612.55,0,0,0,0,0,0,0,"[]","其他",0.947761194029851
326081112,415693,"保密",77,3,103,0,3,188.85,123461.8,0,0,0,0,0,0,0,"[]","科技",0.779220779220779
326166281,57088,"男",265,0,129,1,0,6023.1,8076.55,1,0,0,0,0,0,0,"[]","游戏",0.984905660377358
326246517,816866,"男",69,3,176,0,3,1060.05,618372.65,1,1,0,0,0,0,0,"['球鞋', '潮流', '运动', '时尚', 'vlog']","时尚",0.695652173913043
326252414,59126,"女",293,3,18,0,4,138.5,16517.15,0,0,1,0,0,0,0,"[]","游戏",0.982935153583618
326282657,26891,"保密",137,0,5,0,9,919.9,13437.9,0,0,0,0,0,0,0,"[]","科技",1
326301012,43478,"女",104,3,125,0,4,735.35,30475.05,1,0,0,0,0,0,0,"[]","生活",0.740384615384615
326425935,32783,"保密",56,1,0,0,0,1225.65,198635.3,0,0,0,0,0,0,0,"['ASMR', '助眠解压', '催眠哄睡', '塔罗牌占卜师']","生活",0.696428571428571
326450640,10135,"保密",61,0,0,0,5,257.55,7874.8,0,1,0,0,0,0,0,"[]","科技",0.950819672131147
326631177,23808,"保密",175,3,118,3,9,998.65,16088.3,0,0,0,0,0,0,0,"[]","游戏",1
326664284,36253,"保密",227,1,20,13,0,428.7,17623.45,0,0,0,0,0,0,0,"[]","其他",0.537444933920705
326733657,4897,"女",100,1,15,31,4,452.6,8975.05,1,0,0,0,0,0,0,"['欧美音乐', '各类reaction', '翻唱']","生活",0.48
326782257,21371,"男",289,0,2,0,0,1454.75,32650.25,0,0,0,0,0,0,0,"[]","游戏",1
326804984,66856,"男",155,0,33,0,0,106.75,65434.45,0,0,0,0,0,0,0,"[]","音乐",0.825806451612903
326929872,21125,"男",80,1,1,10,2,617.65,5712.25,0,0,1,0,0,0,0,"[]","科技",1
327052542,273919,"女",1113,3,143,0,5,1206.05,91700.7,0,1,1,0,0,0,0,"[]","游戏",0.956873315363881
327082704,37185,"男",128,2,11,0,2,448.75,147616.55,0,0,1,0,0,0,0,"[]","游戏",1
327090307,32512,"保密",64,2,1,0,1,228.5,40836,0,0,0,0,0,0,0,"[]","生活",1
327503111,14305,"保密",363,3,51,9,0,290.5,29845.8,0,0,0,0,0,0,0,"[]","影视",0.997245179063361
327567693,56445,"男",385,0,20,2,0,508.15,18066.65,0,0,0,0,0,0,0,"[]","影视",0.958441558441558
327711614,188503,"保密",58,3,7,0,2,404.1,73586.5,0,0,0,0,0,0,0,"[]","动画",0.517241379310345
327736235,14122,"男",186,3,51,6,2,145.75,28772.1,0,0,1,0,0,0,0,"[]","游戏",1
327757321,51598,"男",72,1,6,0,0,419.25,35883,0,0,0,0,0,0,0,"[]","生活",0.986111111111111
327774959,70465,"男",182,3,8,0,3,359.35,11600.75,0,0,0,0,0,0,0,"[]","生活",1
327797979,9723,"保密",102,3,0,0,0,426.35,3314.8,0,0,0,0,0,0,0,"[]","科技",0.549019607843137
327825082,32728,"保密",72,0,5,0,0,546.9,4541.85,0,0,0,0,0,0,0,"[]","科技",1
327875807,14804,"保密",164,3,547,8,0,1489.15,6618.4,0,0,1,0,0,0,0,"['剑持刀也搬运组']","动画",0.823170731707317
328021285,33311,"保密",107,3,401,2,3,3126.95,10679.2,0,0,0,0,0,0,0,"[]","动画",0.719626168224299
328284808,51266,"女",95,3,248,0,5,392.1,35805.7,0,0,1,0,0,0,0,"[]","游戏",0.715789473684211
328524573,5656,"保密",61,3,15,0,5,420,7215.3,0,0,0,0,0,0,0,"[]","时尚",0.836065573770492
329360018,267572,"男",75,3,63,0,0,892.95,389829.45,0,0,1,0,0,0,0,"[]","游戏",0.893333333333333
329948904,10828,"女",72,1,0,0,0,999.65,15933.2,0,0,0,0,0,0,0,"[]","时尚",0.694444444444444
